Conceito Médio de Graduação;Conceito Médio de Mestrado;Conceito Médio do doutorado;DOC. EXERCÍCIO;Cotitular_Sistema_S;Cotitular_Unidades_Centros_Pesquisa;Cotitular_Orgao_Publico;Cotitular_Pessoa_Fisica;Cotitular_Empresa_Parc_Estrangeiro;Cotitular_Entidade_Privada;Cotitular_Empresa_Pública_SEM;Cotitular_Empresa_Privada;Cotitular_Agencia_Fomento;ÁREA DE CONHECIMENTO DE ORIGEM;Região;Houve TT?
2,6869;4,2028;4,5589;1722;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Nordeste;NÃO
2,6869;4,2028;4,5589;1722;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Nordeste;NÃO
2,6869;4,2028;4,5589;1722;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Nordeste;NÃO
2,6195;4,2644;4,5926;1644;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Nordeste;NÃO
2,6195;4,2644;4,5926;1644;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Nordeste;NÃO
2,6195;4,2644;4,5926;1644;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Nordeste;NÃO
2,6195;4,2644;4,5926;1644;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Biológicas;Nordeste;NÃO
2,6195;4,2644;4,5926;1644;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Nordeste;NÃO
2,7124;3,4098;2,1405;1546;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Nordeste;NÃO
2,6195;4,2644;4,5926;1644;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Nordeste;NÃO
2,6195;4,2644;4,5926;1644;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Nordeste;NÃO
2,6195;4,2644;4,5926;1644;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Biológicas;Nordeste;NÃO
2,6195;4,2644;4,5926;1644;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Ciências da Saúde;Nordeste;NÃO
2,6195;4,2644;4,5926;1644;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Nordeste;NÃO
2,6195;4,2644;4,5926;1644;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Nordeste;NÃO
2,6195;4,2644;4,5926;1644;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Nordeste;NÃO
2,6195;4,2644;4,5926;1644;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Nordeste;NÃO
2,6195;4,2644;4,5926;1644;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Nordeste;NÃO
2,6195;4,2644;4,5926;1644;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Nordeste;NÃO
2,6195;4,2644;4,5926;1644;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Nordeste;NÃO
2,6195;4,2644;4,5926;1644;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Nordeste;NÃO
2,6195;4,2644;4,5926;1644;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Nordeste;NÃO
2,6195;4,2644;4,5926;1644;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Nordeste;NÃO
2,6897;4,2622;4,5881;1657;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Nordeste;NÃO
2,6897;4,2622;4,5881;1657;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Nordeste;NÃO
2,6897;4,2622;4,5881;1657;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Nordeste;NÃO
2,6897;4,2622;4,5881;1657;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Biológicas;Nordeste;NÃO
2,7124;3,4098;2,1405;1546;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Biológicas;Nordeste;NÃO
2,6897;4,2622;4,5881;1657;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Nordeste;NÃO
2,6897;4,2622;4,5881;1657;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Nordeste;NÃO
2,6897;4,2622;4,5881;1657;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Nordeste;NÃO
2,6897;4,2622;4,5881;1657;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Nordeste;NÃO
2,6897;4,2622;4,5881;1657;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Ciências da Saúde;Nordeste;NÃO
2,6897;4,2622;4,5881;1657;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Nordeste;NÃO
2,6897;4,2622;4,5881;1657;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Nordeste;NÃO
2,6897;4,2622;4,5881;1657;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Ciências da Saúde;Nordeste;NÃO
2,702;4,1894;4,406;1672;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Ciências da Saúde;Nordeste;NÃO
2,702;4,1894;4,406;1672;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Ciências Biológicas;Nordeste;NÃO
2,702;4,1894;4,406;1672;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Nordeste;NÃO
2,702;4,1894;4,406;1672;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Nordeste;NÃO
2,702;4,1894;4,406;1672;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Nordeste;NÃO
2,702;4,1894;4,406;1672;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Nordeste;NÃO
2,702;4,1894;4,406;1672;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Nordeste;NÃO
2,702;4,1894;4,406;1672;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Nordeste;NÃO
2,702;4,1894;4,406;1672;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Nordeste;NÃO
2,702;4,1894;4,406;1672;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Nordeste;NÃO
2,702;4,1894;4,406;1672;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Nordeste;NÃO
2,702;4,1894;4,406;1672;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Nordeste;NÃO
2,702;4,1894;4,406;1672;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Nordeste;NÃO
2,702;4,1894;4,406;1672;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Nordeste;NÃO
2,6869;4,2028;4,5589;1722;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Nordeste;NÃO
2,6195;4,2644;4,5926;1644;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Nordeste;NÃO
2,6897;4,2622;4,5881;1657;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Nordeste;NÃO
2,702;4,1894;4,406;1672;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Nordeste;NÃO
2,702;4,1894;4,406;1672;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Nordeste;NÃO
2,702;4,1894;4,406;1672;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Nordeste;NÃO
2,6897;4,2622;4,5881;1657;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Nordeste;NÃO
2,702;4,1894;4,406;1672;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Nordeste;NÃO
2,702;4,1894;4,406;1672;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Nordeste;NÃO
2,702;4,1894;4,406;1672;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Nordeste;NÃO
2,702;4,1894;4,406;1672;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Nordeste;NÃO
2,702;4,1894;4,406;1672;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Nordeste;NÃO
2,7784;4,2115;4,4344;1704;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Biológicas;Nordeste;NÃO
2,7784;4,2115;4,4344;1704;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Nordeste;NÃO
2,702;4,1894;4,406;1672;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Nordeste;NÃO
2,7784;4,2115;4,4344;1704;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Biológicas;Nordeste;NÃO
2,7784;4,2115;4,4344;1704;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Nordeste;NÃO
2,7784;4,2115;4,4344;1704;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Nordeste;NÃO
2,7784;4,2115;4,4344;1704;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Nordeste;NÃO
2,7784;4,2115;4,4344;1704;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Nordeste;NÃO
2,7784;4,2115;4,4344;1704;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Biológicas;Nordeste;NÃO
2,7784;4,2115;4,4344;1704;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Nordeste;NÃO
2,7784;4,2115;4,4344;1704;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Nordeste;NÃO
2,7784;4,2115;4,4344;1704;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Nordeste;NÃO
2,7784;4,2115;4,4344;1704;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Ciências da Saúde;Nordeste;NÃO
2,7784;4,2115;4,4344;1704;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Nordeste;NÃO
2,7784;4,2115;4,4344;1704;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Nordeste;NÃO
2,7784;4,2115;4,4344;1704;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Nordeste;NÃO
2,7784;4,2115;4,4344;1704;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Nordeste;NÃO
2,7784;4,2115;4,4344;1704;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Agrárias;Nordeste;NÃO
2,7784;4,2115;4,4344;1704;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Nordeste;NÃO
2,7784;4,2115;4,4344;1704;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Agrárias;Nordeste;NÃO
2,7784;4,2115;4,4344;1704;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Nordeste;NÃO
2,7784;4,2115;4,4344;1704;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Agrárias;Nordeste;NÃO
2,7784;4,2115;4,4344;1704;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Agrárias;Nordeste;NÃO
2,7784;4,2115;4,4344;1704;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Agrárias;Nordeste;NÃO
2,7784;4,2115;4,4344;1704;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Agrárias;Nordeste;NÃO
2,7784;4,2115;4,4344;1704;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Nordeste;NÃO
2,7784;4,2115;4,4344;1704;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Nordeste;NÃO
#N/D;#N/D;#N/D;1694;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Agrárias;Nordeste;NÃO
#N/D;#N/D;#N/D;1694;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Agrárias;Nordeste;NÃO
#N/D;#N/D;#N/D;1694;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Nordeste;NÃO
#N/D;#N/D;#N/D;1694;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Agrárias;Nordeste;NÃO
#N/D;#N/D;#N/D;1694;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Agrárias;Nordeste;NÃO
#N/D;#N/D;#N/D;1694;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Agrárias;Nordeste;NÃO
#N/D;#N/D;#N/D;1694;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Nordeste;NÃO
#N/D;#N/D;#N/D;1694;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Nordeste;NÃO
#N/D;#N/D;#N/D;1694;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Nordeste;NÃO
#N/D;#N/D;#N/D;1694;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Agrárias;Nordeste;NÃO
#N/D;#N/D;#N/D;1694;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Nordeste;NÃO
#N/D;#N/D;#N/D;1694;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Nordeste;NÃO
#N/D;#N/D;#N/D;1694;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Biológicas;Nordeste;NÃO
#N/D;#N/D;#N/D;1694;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Agrárias;Nordeste;NÃO
#N/D;#N/D;#N/D;1694;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Agrárias;Nordeste;NÃO
2,6195;4,2644;4,5926;1644;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Agrárias;Nordeste;NÃO
#N/D;#N/D;#N/D;1694;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Biológicas;Nordeste;NÃO
#N/D;#N/D;#N/D;1694;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Nordeste;NÃO
#N/D;#N/D;#N/D;1694;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Nordeste;NÃO
#N/D;#N/D;#N/D;1694;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Nordeste;NÃO
#N/D;#N/D;#N/D;1694;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Nordeste;NÃO
#N/D;#N/D;#N/D;1694;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Nordeste;NÃO
#N/D;#N/D;#N/D;1694;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Engenharias;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Agrárias;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Agrárias;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Agrárias;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Biológicas;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Agrárias;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Agrárias;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Agrárias;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Agrárias;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Biológicas;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Agrárias;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Agrárias;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Agrárias;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Agrárias;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Agrárias;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Biológicas;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Engenharias;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Agrárias;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Biológicas;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Agrárias;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Engenharias;Nordeste;NÃO
2,702;4,1894;4,406;1672;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Nordeste;NÃO
2,702;4,1894;4,406;1672;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Nordeste;NÃO
2,6561;3,4649;2,19;1497;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Nordeste;NÃO
2,7303;3,5609;2,1329;1493;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Nordeste;NÃO
2,6869;4,2028;4,5589;1722;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Nordeste;NÃO
2,6195;4,2644;4,5926;1644;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Nordeste;NÃO
2,6897;4,2622;4,5881;1657;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Nordeste;NÃO
2,6897;4,2622;4,5881;1657;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Nordeste;NÃO
2,702;4,1894;4,406;1672;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Engenharias;Nordeste;NÃO
2,702;4,1894;4,406;1672;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Engenharias;Nordeste;NÃO
2,7784;4,2115;4,4344;1704;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Nordeste;NÃO
#N/D;#N/D;#N/D;1694;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Engenharias;Nordeste;NÃO
#N/D;#N/D;#N/D;1694;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Engenharias;Nordeste;NÃO
#N/D;#N/D;#N/D;1694;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Engenharias;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Engenharias;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Engenharias;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Engenharias;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Engenharias;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Engenharias;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Engenharias;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Engenharias;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Engenharias;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Engenharias;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Engenharias;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Engenharias;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Engenharias;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Engenharias;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Engenharias;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Engenharias;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Nordeste;NÃO
